lat（纬度）,lng,location,publish_time_,content,label
23.090038,113.3218,发财饮胜·庭院咖啡rich coffee,01/04/2022 2:24,世界上从来不缺漂亮女孩，你也不会一直为我着迷下午茶广州探店探店广州·发财饮胜·庭院咖啡地点],happy
23.1179,113.32586,广州瑰丽酒店 Rosewood Guangzhou,01/04/2022 2:25,✨✨,happy
23.17145,113.3442,天河·新天地,01/04/2022 2:36,韩国现象级组合解散后，其中的三位团员组成组合，代表作《》改编自挪威民谣，深受乐迷喜爱。刘德华中文翻唱版《黑蝙蝠中队》，歌词背后的故事大家可以去了解一下。全球经典音乐的微博视频,neutral
23.13283856,113.3000636,广东工业大学(东风路校区),01/04/2022 2:47,下班睡觉,neutral
23.17145,113.3442,天河·新天地,01/04/2022 2:53,麦浚龙爱情三部曲之《耿耿于怀》（黄伟文作品展现场）全球经典音乐的微博视频,happy
23.16909,113.34125,华南理工大学机动车检测站,01/04/2022 2:57,马嘉祺丁程鑫马哥下次别在犯了，你丁哥眼神都快吃人了娱乐女神会馆的微博视频,angry
23.17145,113.3442,天河·新天地,01/04/2022 3:01,小敏家周迅周翊然涂松岩儿子坚决要回老家，你是刘小敏你会怎么做娱乐女神会馆的微博视频,neutral
23.08870578,113.2592476,乐峰广场,01/04/2022 3:02,开心开心,happy
23.172472,113.338489,广东省外语艺术职业学院,01/04/2022 3:05,小敏家父母害怕孤单，但更害怕自己的孩子孤单小敏妈妈主动要求去养老院，小敏家的妈妈都太好哭了娱乐女神会馆的微博视频,happy
23.172472,113.338489,广东省外语艺术职业学院,01/04/2022 3:09,()-《》台南耶诞跨年演唱会表演嘉宾现场版让人过目不忘的魅力舞台！潮流音乐君的微博视频,happy
22.937271,113.357025,西坊大院文化创意园,01/04/2022 3:11,随机滤镜春天,neutral
23.23065839,113.2722543,永福购物广场,01/04/2022 3:12,突然觉得我以前也是一个有趣的灵魂啊。,surprise
23.11574,113.39005,车陂南(地铁站),01/04/2022 3:24,拥抱]四月你好拥抱]春有百花秋有月，夏有凉风冬有雪；若无闲事挂心头，便是人间好时节。,happy
23.15101,113.32489,广州东站(地铁站),01/04/2022 3:25,有的人回避你，有的人无视你，也有的人鼓励你，支持你。这些日子终将过去，砥砺前行，不枉珍惜！,happy
23.12689,113.31645,鸟金·炭火烧鸟(珠江新城店),01/04/2022 3:35,四月的第一顿烧鸟,happy
23.21107,113.28312,江夏(地铁站),01/04/2022 3:35,广州市租房超话三房一厅来了广州白云区江夏二号线广州租房无中介广州白云租房好房推荐江夏租房子,neutral
22.969176,113.331163,祈福缤纷汇,01/04/2022 4:26,诸事不顺，压力也越来越大……,sad
23.38003,113.198681,广州北站,01/04/2022 4:52,唯有自爱，而后爱人…,happy
23.15101,113.32489,广州东站(地铁站),01/04/2022 5:03,伴着鸟叫声的凌晨酒驾选手太久没唱这么爽的了,neutral
23.29046,113.23469,广州市白云区江高镇,01/04/2022 5:40,解锁新的一月带着月的未完成，在四月奔跑起来即使道路泥泞，也会收获遍野的烂漫,happy
23.194786,113.366714,龙洞步行街,01/04/2022 5:55,️躲一场雨只需要一泡花茶的时间~,neutral
23.27616,113.722434,广州松田职业学院,01/04/2022 6:25,我爱我的小狗，希望我的小狗也能爱我…,happy
23.11269081,113.2669904,海珠桥,01/04/2022 6:50,又是人间四月天，风华绝代芳菲尽张国荣超话,happy
23.1412047,113.2988836,广东省科学院幼儿园,01/04/2022 7:01,四月宝宝的少女心借了“诗人的春天”主题画“转瞬即逝”来表达：光阴似箭，日月如梭广州超话早安超话天气即天意超话人生超话日常超话,happy
23.172472,113.338489,广东省外语艺术职业学院,01/04/2022 7:02,广东省外语艺术职业学院超话燕岭校区怎么样​​​​,neutral
22.948669,113.362511,市桥,01/04/2022 7:20,愚人节疯传的祝福海报营销创业微博之夜江小白连发条声明愚人节,angry
23.14342,113.28476,广东省第二中医院,01/04/2022 7:22,《心经》第遍。《说文解字》：“波，水涌流也。从水、皮声”。,neutral
23.085912,113.314105,合生广场,01/04/2022 7:26,四月,neutral
23.12241,113.29716,广州市基督教东山堂,01/04/2022 7:35,一大早遇到一个神经病,angry
23.14848,113.284676,麓湖,01/04/2022 7:43,鹿鸣酒家露台外的春色,happy
22.969983,113.486266,石楼,01/04/2022 7:46,记,neutral
23.118281,113.230982,广州市荔湾区唐荔园食艺馆,01/04/2022 7:48,点赞有好运,happy
23.087003,113.352443,广东省海洋工程职业技术学校,01/04/2022 7:56,广东高校清明假期安排说人流量大，接触的人多。不放人家回家，况且是点对点的接送，它没事吧？这都不让出,angry
22.99902855,113.3490334,海印又一城奥特莱斯广场,01/04/2022 8:03,猫宁~,happy
22.99902855,113.3490334,海印又一城奥特莱斯广场,01/04/2022 8:03,四月清和雨乍晴，南山當戶轉分明。更無栁絮因風起，惟有葵花向日傾。—《客中初夏》司馬光​​,neutral
23.580606,113.615265,广州南洋理工职业学院,01/04/2022 8:04,“日子一般般希望快樂多一點”,happy
23.16276,113.33156,武警医院,01/04/2022 8:11,⃣️月对我们好一点吧,sad
23.176792,113.338264,PAKEI CONCEPT白垩纪概念空间,01/04/2022 8:13,李健《忘不了》李健唱的也叫歌？是人间绝美的诗吧。全球经典音乐的微博视频,happy
23.15297,113.32331,广州东站汽车客运站,01/04/2022 8:18,匠心不“愚”初心不改早安问候第天,happy
23.11214,113.36359,珍姐龙虾NO.1,01/04/2022 8:20,小龙虾季开始了！,happy
23.088774,113.396324,广州航海学院西校区,01/04/2022 8:20,认真地去做一件事微习林小小我的生活学习打卡读书励志,happy
23.15297,113.32331,广州东站汽车客运站,01/04/2022 8:20,失望是不会消失的只会一点一点积攒起来因为害怕被伤害所以每次一开始就会想到结局会觉得自己配不上所有美好的事然后继续算了就这样吧的死循环​​​,sad
23.170851,113.343222,地铁天河客运站站,01/04/2022 8:21,冯提莫《等下一个他》腾讯音乐娱乐盛典表演嘉宾舞台现场版，声音太好听了！潮流音乐君的微博视频,happy
23.14342,113.28476,广东省第二中医院,01/04/2022 8:25,《一分钟疗愈》之《闲暇时间》,neutral
23.12600307,113.3731037,广州信息港,01/04/2022 8:30,有望四连冠,happy
23.09684085,113.3664704,保利世界贸易中心,01/04/2022 8:33,十九周年继续宠爱张国荣风继续吹,happy
23.3861826,113.2044401,星光汇,01/04/2022 8:34,月加油,happy
23.384083,113.447218,广东机电职业技术学院,01/04/2022 8:41,怎么会有人戴上口罩还是这么丑,angry
23.0813727,113.4975613,南海神庙景区,01/04/2022 8:44,疫情快快结束,sad
23.09789,113.428439,鱼珠,01/04/2022 8:48,今天来测评这款新鲜到手的韩系防晒，这款防晒挺有意思：⃣️不叫防晒霜叫防晒精华乳，为什么？,surprise
23.577412,113.516365,广州华夏职业学院,01/04/2022 8:49,广州华夏职院调整清明放假时间月日，广东广州。学校通知调整清明节放假时间，月日周日正常放假，月,neutral
23.35928,113.220597,广东省高级技工学校广州校区,01/04/2022 8:52,封校我都疯了,angry
23.577412,113.516365,广州华夏职业学院,01/04/2022 8:52,广州华夏职院调整清明放假时间月日，广东广州。学校通知调整清明节放假时间，月日周日正常放假，月,neutral
23.176792,113.338264,PAKEI CONCEPT白垩纪概念空间,01/04/2022 8:55,雪中悍刀行赵楷真是干啥啥不行，认怂第一名，三十六计，溜之大吉娱乐女神会馆的微博视频,happy
23.12446,113.37238,天河软件园南区,01/04/2022 8:56,今天再次呼叫,angry
23.257614,113.78033,广州华商职业学院,01/04/2022 8:56,冒个泡,neutral
23.14038,113.3453,华师(地铁站),01/04/2022 8:58,广州死亡三号线，名不虚传，我被挤成人肉沙丁鱼，竟然出汗了。我今天设了,surprise
23.35928,113.220597,广东省高级技工学校广州校区,01/04/2022 8:58,减肥女孩子要保持身材，要努力要上进要安静要优秀这样才能给自己带来好运哟,happy
23.11615,113.32054,美国驻广州总领事馆,01/04/2022 8:58,芜湖,neutral
23.172472,113.338489,广东省外语艺术职业学院,01/04/2022 8:59,彡️,sad
23.1280212,113.3394241,联通新时空广场,01/04/2022 9:02,食堂早餐上楼，刚进办公室，腹部一阵绞痛，然后就是上吐下泻。是不是身体底子差了，适应不了这一周四季变化的气候,sad
23.09878,113.235184,芳村,01/04/2022 9:14,早安，各位！,happy
22.89139,113.28621,紫泥堂,01/04/2022 9:17,从此我也是有小可爱的人了陪我浪迹天涯，成为内心最柔软的一部分新征程开始！感谢所有相遇！,happy
22.90746,113.34736,沙湾镇,01/04/2022 9:21,珠宝设计建模天鹅戒指珠宝设计培训珠宝设计,neutral
23.13236925,113.3226671,天河又一城,01/04/2022 9:21,探店小孙孙第二站。这家臭豆腐应该是江南西最好吃的一家了，每次经过，真的忍不住。臭豆腐广州吃货,happy
23.09638185,113.298552,中山大学翻译学院,01/04/2022 9:25,早上好啊，哥哥,happy
23.09516,113.2767,穗花新村,01/04/2022 9:26,四月故事说的再好，也引起不了质量！,angry
23.52845,113.61015,凯旋假日酒店-体育馆,01/04/2022 9:28,充实,happy
23.16597,113.361565,广州体育职业技术学院,01/04/2022 9:31,小开心,happy
23.12095,113.23234,荔湾湖公园,01/04/2022 9:33,感恩给我听歌休息的时间我们为什么会怀念张国荣等疫情结束你最想干什么​​​,sad
23.07706,113.31746,海珠唯品同创汇,01/04/2022 9:35,禺人节第二季度开始,neutral
23.126449,113.290662,中山大学附属第一医院,01/04/2022 9:38,阴天,sad
23.16482,113.45105,科学城,01/04/2022 9:40,打得菜就加练,happy
23.088774,113.396324,广州航海学院西校区,01/04/2022 9:41,封校的当代大学生,neutral
23.43299,113.17351,华南理工大学广州学院,01/04/2022 9:43,在微博狠狠发！广东的春天结束啦,sad
23.0919,113.3004,新港西路沿线,01/04/2022 9:50,四月初始第一天旧历三月初一阴天这座城一明•幽默感即分寸感•纪伯伦《沙与沫》•蓝护工出没,happy
23.13123,113.37177,广东技术师范大学,01/04/2022 9:51,捂脸]啊整整一个月没有出去拍过照​没想到发型会这么乱…真是不能相信镜子里的我…​嗯…这些是高修的…只是想学习如何图…​没想到修完我都不认识自己了…,sad
23.39763,113.23234,来又来,01/04/2022 9:51,三连拍,sad
23.13970025,113.2951041,广州市黄花岗公园,01/04/2022 9:56,提神又醒脑，来一杯☕️,happy
23.43965,113.18158,广州工商学院,01/04/2022 9:56,三月再不解封我真的会谢,angry
23.17145,113.3442,天河·新天地,01/04/2022 10:01,张真源鹿晗这大概就是追星的榜样吧，张真源真的太优秀了娱乐女神会馆的微博视频,happy
23.076233,113.319221,海珠湖,01/04/2022 10:02,冰墩墩]四月了先清个三月小库存,neutral
23.119617,113.27012,漫UU咖啡·简餐(粤海仰忠汇店),01/04/2022 10:05,小小一方天地，温馨且浪漫线下活动欢迎定制预约漫漫持续与你一起，为爱发电,happy
23.216682,113.215237,广东科贸职业学院,01/04/2022 10:06,发泄骂学校能理解稍微注意下自己心情别被影响注意好个人隐私别被傻杯学校查出来了广东科贸职业学院超话​​​​,angry
22.98586,113.32423,南国奥园,01/04/2022 10:10,过去滴三月平安走单骑五千几公里幸运睇到了一年只有几十日先出现滴日照梅里金山️完成了行万里路但惭愧无读万卷书四️四月你好望所有滴美好如期而至瓦格你讲～早安！,happy
23.12542,113.26414,公园前(地铁站),01/04/2022 10:10,公元前我們太小公元後我們太老,sad
23.216682,113.215237,广东科贸职业学院,01/04/2022 10:18,没有定义即是自由,neutral
22.969983,113.486266,石楼,01/04/2022 10:19,卡布叻周深是天使吧！所有的坏心情都会被这温暖的歌声治愈，一切的不开心都在它面前消散于无形，你就是有这样神奇的魔力。周深开始推理吧❤️正在找房的周可可,happy
23.19671,113.36059,广东工业大学龙洞校区,01/04/2022 10:21,一些开心小,happy
23.25426,113.46898,广州东华职业学院,01/04/2022 10:25,请假？好请不？容易不？批假的人都润了。。。广州东华职业学院,angry
22.969983,113.486266,石楼,01/04/2022 10:27,好的歌词，好的旋律，好的演绎，成就一个完美，听卡布叻周深的歌是一种享受。周深开始推理吧❤️正在找房的周可可,happy
22.969983,113.486266,石楼,01/04/2022 10:29,卡布叻周深你的歌声有一股魔力，让我不自觉地想要它停留在耳畔，低落的时候给我慰藉，开心的时候感受到幸福，有你歌声陪伴的每一天都多么美好!​​​周深开始推理吧❤️正在找房的周可可,happy
23.18471,113.23681,白云欣凯科创园,01/04/2022 10:32,晚上熬最晚的夜，早上就喝最苦的咖啡,sad
23.10552,113.44956,盛景大厦购物城,01/04/2022 10:33,个人的力量终究是有极限的，比方说数字行情启动的第二天，相关个股已经涨了差不多％我才知道自己单位的以机密形式发布的关联内幕消息。。。身在此山中依然在请报上滞后也太讽刺了,angry
22.969983,113.486266,石楼,01/04/2022 10:37,卡布叻周深就是这样一位灵魂干净的人。无论经历怎样的磨难，无论身处多艰难的环境，仍旧能以平和积极的态度对待世事。周深开始推理吧❤️正在找房的周可可,happy
23.30313,113.56813,广州商学院,01/04/2022 10:39,请各单位做好放假的准备,neutral
23.1247,113.29408,电信广场,01/04/2022 10:40,总要学会自己照顾自己的,happy
23.10788,113.28044,仲恺农业工程学院(海珠校区),01/04/2022 10:40,仲恺农业工程学院超话希望不用戴口罩的日子快快到来​—小邓同学第一可爱的微博视频​​​​,happy
23.27535,113.72482,广州大学松田学院,01/04/2022 10:41,很喜欢上个学期校运会拍的这个视频,happy
23.12520335,113.3270717,维家思广场,01/04/2022 10:41,三个方式能解决生活中遇到的大部分问题：重启，多喝水，不行算了。哈哈哈,happy
23.186989,113.334141,南方医科大学,01/04/2022 10:41,南方医科大学超话求南方医科大学应用心理参考书​​​​,neutral
23.111486,113.30339,广东省中医院(二沙岛分院),01/04/2022 10:42,进医院，要看各种行程码，粤康码等，希望这严防死守下，病毒能少一点。忽然，好怀念不戴口罩的日子，不知道什么时候才能摘下，期待,sad
23.12095,113.23234,荔湾湖公园,01/04/2022 10:45,翻到放假的时候无聊就去和老豆散步他帮我拍的照片还有去喝茶的照片真的好想回家啊好想我爸妈,sad
23.15101,113.32489,广州东站(地铁站),01/04/2022 10:45,李泽言超话新的一个月，新的一天，花花也要加油哦！,happy
23.12095,113.23234,荔湾湖公园,01/04/2022 10:46,永远陌生永远好奇,neutral
23.117686,113.322967,广州国际金融中心,01/04/2022 10:48,以前看到会觉得傻傻的，现在看到觉得他很有勇气…,happy
23.07507,113.24474,广州市培英中学,01/04/2022 10:58,办公室一游,neutral
23.16316,113.44856,广州国际企业孵化器,01/04/2022 10:58,太要强了，永远说反话，永远不低头，永远转身后流泪,sad
23.174341,113.4826,至泰广场,01/04/2022 11:02,三条西装友‍♀️,neutral
23.11822,113.32176,广州柏悦酒店(珠江新城华夏路店),01/04/2022 11:07,悦轩荣膺美誉,happy
23.126025,113.252786,西门口广场,01/04/2022 11:07,搬砖搬砖,angry
22.938,113.34142,海伦堡创意园,01/04/2022 11:08,世间烟火，最抚人心,happy
23.0919,113.3004,新港西路沿线,01/04/2022 11:09,又犯困的一天,sad
23.11822,113.32176,广州柏悦酒店(珠江新城华夏路店),01/04/2022 11:09,奢华底蕴不显自彰广州柏悦酒店奢华由心携程旅行人气酒店,neutral
23.118003,113.356309,Timetable kitchen(TIT智慧园店),01/04/2022 11:13,除了有点远味道还是意滴,happy
22.902644,113.307218,广州番禺职业技术学院,01/04/2022 11:16,玫瑰]“风前香软，雨后寒轻”为一朵花低眉，为一片云驻足，为了好的食材也可以不用跋山涉水。爱心]中大灵芝，你身边的品质养生，值得信赖。庆祝]庆祝]庆祝],happy
23.15101,113.32489,广州东站(地铁站),01/04/2022 11:16,最美人间四月天,happy
23.15712225,113.2643091,广州中医药大学第一附属医院,01/04/2022 11:17,广州人民太不容易了吧看个病停车不容易缴费不容易停车更难,angry
23.182008,113.339309,广州市政职业技术学校,01/04/2022 11:20,拽是装的,neutral
23.12595185,113.3732544,网易大厦,01/04/2022 11:20,打工人的一天,sad
23.117686,113.322967,广州国际金融中心,01/04/2022 11:27,今天一大早出珠城地铁收获愚人节礼物,happy
23.06565,113.39805,广东外语外贸大学(南校区),01/04/2022 11:28,一口气发了,neutral
23.12542,113.32167,富力盈信大厦商场,01/04/2022 11:29,当你迟到还拿着咖啡☕遇到同事：今天愚人节，跟公司开个玩笑愚人节愚人节快乐,happy
23.12603,113.240311,中山七八路,01/04/2022 11:34,人到中年，活的其实已经不是日子，是被岁月沉淀后的心境！❤️‍❤️‍❤️‍致自己情感语录愿你遇到的人都是温暖的岁月四月你好,happy
23.12504104,113.2629791,中旅商业城,01/04/2022 11:37,昨天是一心去打疫苗的，结果看到街道这人龙果断的离去，今天路过光塔街这个临时疫苗接种点，随去随打很舒心顺利的打好了第三针～,happy
23.076267,113.428071,长洲岛,01/04/2022 11:43,华南理工大学超话华南理工放我回家华南理工大学防疫广州高校解封广州疫情,neutral
23.13283856,113.3000636,广东工业大学(东风路校区),01/04/2022 11:44,这么吃，一个月瘦了五斤减脂餐减肥超话减肥,neutral
23.13635,113.28678,淘金(地铁站),01/04/2022 11:50,你是这座城市的新成员吗？每一个人都为生活奔波，不停顿的脚步，好好看看生活的这座城。我要上同城精选广州街拍拍摄技巧,happy
23.09684085,113.3664704,保利世界贸易中心,01/04/2022 11:51,开心开心,happy
23.12653,113.2841,英雄广场,01/04/2022 11:56,挂耳色系,neutral
23.136164,113.281706,保利中環廣場,01/04/2022 11:59,书吧一呆又是一整天，一杯拿铁一本书，一首歌，我的思绪哪去了,sad
23.160986,113.20602,广州中医药大学金沙洲医院,01/04/2022 12:00,体重斤的大胖胖准备出院了！,surprise
23.172472,113.338489,广东省外语艺术职业学院,01/04/2022 12:01,自从这群歪果仁被考试整破防以后汉语十级听力迎来周杰伦，说好不哭……千万别哭……百听不厌音乐现场的微博视频,happy
23.172472,113.338489,广东省外语艺术职业学院,01/04/2022 12:09,薛之谦薛之谦《变废为宝》直拍现场太好听了，这套真的很王子娱乐女神会馆的微博视频,happy
23.08665,113.42542,黄埔军校旧址,01/04/2022 12:10,黄埔军校,neutral
23.0919,113.3004,新港西路沿线,01/04/2022 12:16,又跑远路又帮我那个老板省下,angry
23.10619,113.34309,珠江-英博国际啤酒博物馆,01/04/2022 12:19,小糊涂仙·酱酒系列焕新登陆鲁豫两省,neutral
23.139317,113.352354,华南师范大学,01/04/2022 12:32,“这哪里是人！这分明是一个蘑菇！”,surprise
23.12443885,113.3992492,天银大厦,01/04/2022 12:33,：今日份午餐便当,happy
23.23736,113.2891,嘉禾望岗(地铁站),01/04/2022 12:34,珍惜吧！真不应该这样浪费，这是中餐的问题？还是人们的习惯问题？不过中餐过份注重量，西餐往往更加注重质，就这点还是值得借鉴。,happy
23.140688,113.375565,智汇PARK·棠下,01/04/2022 12:37,中午好不好也中午了,sad
23.11731,113.3217,富力中心,01/04/2022 12:38,这种减脂餐,neutral
23.134878,113.339564,岗顶,01/04/2022 12:41,自来熟,neutral
23.184277,113.352761,广东省科技职业技术学校,01/04/2022 12:41,怪你过份美丽张国荣怪我过份着迷张国荣,sad
23.16617,113.40902,万科云城米酷,01/04/2022 12:42,谢谢网易的愚人节礼物，终于可以换手机了,happy
23.14236,113.43868,广州现代信息工程职业技术学院,01/04/2022 12:45,把细节留给手工账跟电算化‍♀️,neutral
23.14122,113.259147,流花展馆,01/04/2022 12:46,今日穿搭()混搭风弄潮儿,neutral
23.14866,113.31339,广州市白云区人民医院,01/04/2022 12:46,时间就像发大水，人和人之间的距离会越来越远。当时很多看起来很大的事情，其实到最后都会被稀释的很淡。可这就是成长，不是吗？,happy
23.07512,113.52717,广州保税区,01/04/2022 12:47,一咸咸两天昨天：早上肠粉，中午青菜，晚上土豆炖鸡、红薯叶，都好咸啊没成想今天中午快餐里的豆泡又好咸，最近是盐巴不要钱了吗,angry
23.183131,113.325691,京溪,01/04/2022 12:48,齿状喙微创拔牙钳​开启你和德迈特的故事,neutral
23.08654,113.42466,黄埔军校旧址纪念馆,01/04/2022 12:48,打卡朝个圣,angry
23.16801,113.41803,广东岭南职业技术学院,01/04/2022 12:50,呆了大半年的住置拍照留念一下。。。。做更好的自己，遇更好的别人！,happy
23.15473,113.33226,瑞心苑,01/04/2022 12:51,四个字形容！广州装修家居设计设计师改造家,neutral
23.165277,113.257657,广州民航职业技术学院,01/04/2022 12:53,学校大学生一周挤出来零零碎碎的照片,sad
23.13317,113.33241,地铁石牌桥站,01/04/2022 12:55,摩打食堂（去了很多家感觉佳兆业的比石牌桥服务更好）,happy
23.128533,113.385903,棠东,01/04/2022 13:00,没有茉莉鸳鸯只有偷偷想你,sad
